ProjectCode;BH_ID;Motherhole;HoleType;MaxDepth;DepthFrom;DepthTo;Date;Cr2O3_%;FeO_%;SiO2_%;MgO_%;Al2O3_%;CaO_%;P_%;Au_ICP_ppm;Pt_ICP_ppm;Pd_ICP_ppm;Rh_ICP_ppm;Ir_ICP_ppm;Ru_ICP_ppm;Stratigraphy;Filter
J1134;SC06;SC06;borehole;639.35;178.36;178.85;03. Sep 13;;;;;;;;0.01;1.93;0.28;0.39;0.14;0.57;MG4Zero;1
J1126;SC09;SC09;borehole;648.7;188.05;188.2;03. Sep 13;;;;;;;;0.01;1.83;0.25;0.18;0.17;0.34;MG4Zero;1
J1117;SC09;SC09;borehole;648.7;188.05;188.2;23. Dez 08;33.59;22.41;12.10;9.00;18.68;2.15;0.00;0.01;1.83;0.25;0.18;0.17;0.34;MG4Zero;1
J1120;SC12;SC12;borehole;628.5;176.28;176.44;23. Dez 08;31.09;24.82;10.89;9.19;18.22;0.90;0.00;0.01;1.51;0.07;0.15;0.11;0.23;MG4Zero;1
J1122;SC13;SC13;borehole;666.04;196.77;196.84;23. Dez 08;31.96;21.03;13.86;8.63;18.82;2.22;0.00;0.01;1.87;0.14;0.20;0.17;0.37;MG4Zero;1
J1112;SC14;SC14;borehole;566.8;117.34;117.41;04. Aug 08;33.09;22.89;10.76;9.81;18.41;1.63;0.00;0.01;1.46;0.15;0.25;0.20;0.41;MG4Zero;1
J1117;SC15;SC15;borehole;560.65;95.83;96.07;23. Dez 08;30.80;22.47;13.62;9.68;18.09;2.24;0.00;0.01;1.47;0.16;0.21;0.15;0.35;MG4Zero;1
J1119;SC16;SC16;borehole;571.35;116.01;116.17;01. Jul 08;31.08;21.92;12.58;9.66;18.89;3.17;0.00;0.01;1.75;0.18;0.24;0.19;0.48;MG4Zero;1
J1119;SC18;SC18;borehole;566.18;98.01;98.14;23. Dez 08;31.56;22.86;12.54;9.89;19.09;1.77;0.00;0.01;1.86;0.16;0.20;0.17;0.41;MG4Zero;1
J1124;SC19;SC19;borehole;578.94;115.54;115.72;23. Dez 08;34.44;22.41;10.94;9.69;19.17;2.06;0.00;0.02;1.73;0.17;0.22;0.17;0.41;MG4Zero;1
J1123;SC26;SC26;borehole;559.27;95.17;95.29;07. Feb 09;31.40;22.89;12.73;9.99;18.80;1.79;0.00;0.01;1.16;0.13;0.20;0.18;0.40;MG4Zero;1
J1124;SC26;SC26;borehole;559.27;88.79;88.95;07. Feb 09;30.76;21.60;14.88;10.36;17.95;3.05;0.00;0.02;2.13;0.11;0.14;0.13;0.39;MG4Zero;1
J1100;SC28;SC28;borehole;159.02;78.98;79.05;15. Jan 09;30.13;21.64;14.36;9.93;18.15;1.11;0.00;0.01;0.80;0.14;0.16;0.13;0.27;MG4Zero;1
J1121;SC28A;SC28A;borehole;575.34;84.79;85.28;23. Jan 09;32.68;23.22;10.76;9.72;18.74;2.10;0.00;0.01;1.44;0.16;0.21;0.16;0.43;MG4Zero;1
J1133;SC31;SC31;borehole;476.77;9.52;9.78;19. Sep 13;;;;;;;;0.02;1.40;0.11;0.19;0.18;0.43;MG4Zero;1
J1126;SC31;SC31;borehole;476.77;9.52;9.78;07. Feb 09;31.32;22.39;13.33;9.71;18.81;2.73;0.00;0.02;1.40;0.11;0.19;0.18;0.43;MG4Zero;1
J1127;SC31;SC31;borehole;476.77;8.48;8.61;07. Feb 09;31.04;21.20;13.11;9.99;18.74;2.42;0.00;0.01;1.79;0.09;0.12;0.14;0.37;MG4Zero;1
J1118;SC34;SC34;borehole;463.7;17.4;17.55;08. Sep 09;39.23;23.22;8.41;10.77;16.12;1.11;0.00;0.01;1.72;0.13;0.17;0.16;0.35;MG4Zero;1
J1137;SC39;SC39;borehole;581.08;109.94;110;19. Sep 13;;;;;;;;0.01;1.67;0.13;0.22;0.13;0.36;MG4Zero;1
J1123;SC39;SC39;borehole;581.08;113.83;113.9;01. Jul 08;31.74;22.69;12.57;9.36;18.16;2.42;0.00;0.01;1.82;0.15;0.19;0.17;0.44;MG4Zero;1
J1124;SC39;SC39;borehole;581.08;114.81;114.98;01. Jul 08;32.08;22.40;11.93;10.09;18.78;2.35;0.00;0.01;1.46;0.10;0.21;0.18;0.40;MG4Zero;1
J1125;SC40;SC40;borehole;564.8;114.08;114.28;23. Jan 09;25.31;19.44;21.33;11.94;16.76;3.28;0.00;0.01;1.28;0.22;0.41;0.16;0.61;MG4Zero;1
J1137;SC42;SC42;borehole;577.5;119.02;119.2;07. Feb 09;32.66;22.35;12.11;9.85;18.63;2.56;0.00;0.01;1.77;0.28;0.26;0.20;0.62;MG4Zero;1
J1142;SC43;SC43;borehole;652.65;199.41;199.6;07. Feb 09;30.99;22.54;13.16;10.02;18.65;1.84;0.00;0.01;1.57;0.16;0.23;0.17;0.46;MG4Zero;1
J1126;SC44;SC44;borehole;565.3;104.63;104.8;04. Aug 08;30.96;22.66;13.77;10.14;17.91;2.51;0.00;0.01;1.49;0.16;0.14;0.16;0.34;MG4Zero;1
J1125;SC44;SC44;borehole;565.3;95.4;95.48;04. Aug 08;30.72;22.06;15.75;10.41;16.89;2.45;0.00;0.01;2.68;0.31;0.22;0.17;0.39;MG4Zero;1
J1126;SC45;SC45;borehole;652;175.69;175.85;07. Feb 09;32.09;22.29;12.52;9.52;18.57;2.50;0.00;0.01;1.63;0.15;0.21;0.16;0.40;MG4Zero;1
J1116;SC46;SC46;borehole;445.4;10.11;10.21;23. Jan 09;31.55;23.23;13.46;9.68;19.21;2.12;0.00;0.01;1.63;0.11;0.13;0.15;0.40;MG4Zero;1
J1122;SC48;SC48;borehole;505;65.73;65.9;07. Feb 09;32.01;22.54;12.02;9.25;18.03;2.19;0.00;0.01;1.83;0.12;0.21;0.19;0.45;MG4Zero;1
J1130;SC53;SC53;borehole;645;179.21;179.41;07. Feb 09;31.64;22.47;12.06;10.16;18.50;1.87;0.00;0.01;1.77;0.17;0.21;0.18;0.42;MG4Zero;1
J1116;SC54;SC54;borehole;525.8;89.89;90.06;23. Jan 09;31.24;22.05;12.61;9.61;17.87;2.65;0.00;0.01;1.50;0.13;0.18;0.15;0.39;MG4Zero;1
J1128;SC55;SC55;borehole;532.4;96.83;97.04;23. Jan 09;34.42;23.09;11.53;9.89;18.43;1.78;0.00;0.01;1.50;0.13;0.21;0.17;0.38;MG4Zero;1
J1118;SC56;SC56;borehole;550.65;113.88;114.05;23. Jan 09;30.65;22.42;13.71;9.97;18.79;2.02;0.00;0.01;1.64;0.13;0.24;0.18;0.46;MG4Zero;1
J1130;SC57;SC57;borehole;556.75;94.23;94.45;15. Jan 09;31.05;21.89;12.97;9.56;18.57;2.71;0.00;0.01;1.34;0.11;0.18;0.14;0.36;MG4Zero;1
J1481;ZK117;ZK117;borehole;33.98;9.57;9.64;17. Sep 13;28.27;22.61;17.51;8.24;15.76;2.92;0.00;0.01;0.63;0.09;0.09;0.12;0.30;MG4Zero;1
J1484;ZK118;ZK118;borehole;34.06;32.18;32.34;17. Sep 13;40.99;22.63;7.19;11.08;15.86;0.78;0.00;0.01;1.56;0.14;0.16;0.16;0.39;MG4Zero;1
J1481;ZK119;ZK119;borehole;34.04;28.98;29.21;17. Sep 13;30.26;23.71;13.61;8.64;17.17;3.09;0.00;0.01;1.39;0.14;0.15;0.14;0.35;MG4Zero;1
J1480;ZK120;ZK120;borehole;31.33;24.08;24.3;17. Sep 13;31.45;23.91;12.83;9.02;18.21;2.63;0.00;0.01;1.63;0.22;0.18;0.17;0.41;MG4Zero;1
J1482;ZK124;ZK124;borehole;22.48;20.03;20.28;17. Sep 13;30.00;23.53;13.69;8.44;17.62;3.06;0.00;0.01;1.29;0.20;0.14;0.16;0.46;MG4Zero;1
J1486;ZK126;ZK126;borehole;40.35;2.9;3.03;17. Sep 13;25.26;20.33;21.14;5.16;18.13;3.87;0.00;0.01;1.99;0.09;0.13;0.08;0.32;MG4Zero;1
J1483;ZK127;ZK127;borehole;22.48;19.5;19.89;17. Sep 13;24.98;20.14;16.59;6.69;16.03;6.02;0.00;0.01;1.21;0.15;0.12;0.12;0.28;MG4Zero;1
J1487;ZK128;ZK128;borehole;48.53;19.67;19.9;17. Sep 13;30.14;23.48;11.61;8.05;17.72;4.11;0.00;0.01;1.68;0.27;0.25;0.16;0.42;MG4Zero;1
J1491;ZK131;ZK131;borehole;52.01;22.65;22.88;17. Sep 13;31.31;24.41;12.68;9.08;18.21;2.90;0.00;0.01;1.59;0.23;0.28;0.17;0.41;MG4Zero;1
J1922;ZK139;ZK139;borehole;263;94.36;94.46;19. Sep 13;32.83;23.23;11.10;9.40;18.80;2.34;0.00;0.01;1.02;0.21;0.21;0.15;0.33;MG4Zero;1
J1914;ZK139;ZK139;borehole;263;94.36;94.46;19. Sep 13;33.31;23.35;10.30;9.20;18.90;2.29;0.00;0.01;1.00;0.21;0.19;0.17;0.35;MG4Zero;1
J1924;ZK142;ZK142;borehole;247.8;88.67;88.89;19. Sep 13;33.79;23.43;10.00;9.30;18.70;2.54;0.00;0.01;1.33;0.17;0.20;0.17;0.35;MG4Zero;1
J1933;ZK146;ZK146;borehole;286.32;89.23;89.33;19. Sep 13;34.16;20.10;13.10;8.90;18.00;3.02;0.00;0.01;3.17;0.06;0.24;0.21;0.48;MG4Zero;1
J1934;ZK146;ZK146;borehole;286.32;91.73;91.91;19. Sep 13;31.74;22.42;12.60;8.40;18.90;3.02;0.00;0.01;1.28;0.26;0.21;0.18;0.37;MG4Zero;1
J1922;ZK148;ZK148;borehole;189.14;121.64;121.81;19. Sep 13;37.00;20.33;8.90;9.50;19.30;2.12;0.00;0.01;2.50;0.08;0.20;0.18;0.50;MG4Zero;1
J1930;ZK151;ZK151;borehole;277.72;87.69;87.93;19. Sep 13;30.11;23.50;12.90;9.50;18.70;2.59;0.00;0.01;1.54;0.23;0.22;0.19;0.42;MG4Zero;1
J1116;ZK25;ZK25;borehole;562.45;166.99;167.12;23. Dez 08;34.07;24.33;9.18;9.07;19.47;1.47;0.00;0.01;1.42;0.14;0.17;0.12;0.31;MG4Zero;1
J1133;ZK38;ZK38;borehole;639.35;220.39;220.45;04. Okt 13;;;;;;;;0.01;1.39;0.17;0.24;0.15;0.41;MG4Zero;1
J1134;ZK38;ZK38;borehole;639.35;220.7;220.79;04. Okt 13;;;;;;;;0.01;0.75;0.14;0.21;0.12;0.29;MG4Zero;1
J1120;ZK38;ZK38;borehole;639.35;216.9;217.07;04. Aug 08;29.43;21.50;15.46;10.14;17.52;2.48;0.00;0.01;1.35;0.15;0.18;0.08;0.32;MG4Zero;1
J1126;ZK44;ZK44;borehole;536.8;146.32;146.5;23. Dez 08;26.51;19.13;18.27;10.64;18.69;2.69;0.00;0.01;0.39;0.09;0.16;0.13;0.29;MG4Zero;1
J1130;ZK46;ZK46;borehole;644;170.89;171.1;07. Feb 09;36.28;24.14;7.74;9.65;17.70;0.93;0.00;0.01;1.42;0.12;0.28;0.16;0.45;MG4Zero;1
J1121;ZK48;ZK48;borehole;511.4;97.44;97.53;15. Jan 09;32.18;23.17;11.33;9.52;18.11;2.37;0.00;0.01;1.76;0.13;0.23;0.16;0.43;MG4Zero;1
J1126;ZK50;ZK50;borehole;615.8;170.32;170.51;23. Jan 09;33.47;23.68;10.89;10.05;18.79;1.89;0.00;0.01;1.54;0.14;0.20;0.13;0.37;MG4Zero;1
